#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4000	LMNA	1	13.71	[{'HP:0001658': 0.9}, {'HP:0001155': 0.5}, {'HP:0001649': 0.7}, {'HP:0001387': 0.5}, {'HP:0001760': 0.7}, {'HP:0002814': 0.7}, {'HP:0001627': 0.5}, {'HP:0000164': 0.6}, {'HP:0002813': 0.7}, {'HP:0009601': 0.2}, {'HP:0040064': 0.6}, {'HP:0001172': 0.2}, {'HP:0001315': 0.7}, {'HP:0001679': 0.7}, {'HP:0002817': 0.7}, {'HP:0002099': 0.2}]	[{'Myocardial infarction': 0.9}, {'Abnormality of the hand': 0.5}, {'Tachycardia': 0.7}, {'Joint stiffness': 0.5}, {'Abnormal foot morphology': 0.7}, {'Abnormality of the lower limb': 0.7}, {'Abnormal heart morphology': 0.5}, {'Abnormality of the dentition': 0.6}, {'Abnormality of limb bone morphology': 0.7}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.6}, {'Abnormal thumb morphology': 0.2}, {'Reduced tendon reflexes': 0.7}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.7}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2263	FGFR2	2	11.09	[{'HP:0001155': 0.7}, {'HP:0001387': 0.2}, {'HP:0001760': 0.5}, {'HP:0002814': 0.5}, {'HP:0001627': 0.2}, {'HP:0000813': 0.5}, {'HP:0000164': 0.4}, {'HP:0002813': 0.5}, {'HP:0009601': 0.7}, {'HP:0040064': 0.4}, {'HP:0001172': 0.9}, {'HP:0001679': 0.5}, {'HP:0002817': 0.5}, {'HP:0003275': 0.5}, {'HP:0002099': 0.2}]	[{'Abnormality of the hand': 0.7}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.5}, {'Abnormal heart morphology': 0.2}, {'Bicornuate uterus': 0.5}, {'Abnormality of the dentition': 0.4}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.7}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.9}, {'Abnormal aortic morphology': 0.5}, {'Abnormality of the upper limb': 0.5}, {'Narrow pelvis bone': 0.5}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2261	FGFR3	3	10.17	[{'HP:0001155': 0.3}, {'HP:0001649': 0.2}, {'HP:0001387': 0.5}, {'HP:0001760': 0.5}, {'HP:0002814': 0.7}, {'HP:0001627': 0.2}, {'HP:0000813': 0.7}, {'HP:0000164': 0.4}, {'HP:0002813': 0.5}, {'HP:0009601': 0.5}, {'HP:0040064': 0.4}, {'HP:0001172': 0.7}, {'HP:0002817': 0.7}, {'HP:0003275': 0.5}]	[{'Abnormality of the hand': 0.3}, {'Tachycardia': 0.2}, {'Joint stiffness': 0.5}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.7}, {'Abnormal heart morphology': 0.2}, {'Bicornuate uterus': 0.7}, {'Abnormality of the dentition': 0.4}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.7}, {'Abnormality of the upper limb': 0.7}, {'Narrow pelvis bone': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
673	BRAF	4	9.77	[{'HP:0001658': 0.5}, {'HP:0001155': 0.3}, {'HP:0001649': 0.5}, {'HP:0001387': 0.2}, {'HP:0001760': 0.4}, {'HP:0002814': 0.3}, {'HP:0001627': 0.7}, {'HP:0000813': 0.5}, {'HP:0000164': 0.6}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.3}, {'HP:0001315': 0.2}, {'HP:0001679': 0.5}, {'HP:0002817': 0.3}, {'HP:0003275': 0.2}, {'HP:0002099': 0.2}]	[{'Myocardial infarction': 0.5}, {'Abnormality of the hand': 0.3}, {'Tachycardia': 0.5}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.4}, {'Abnormality of the lower limb': 0.3}, {'Abnormal heart morphology': 0.7}, {'Bicornuate uterus': 0.5}, {'Abnormality of the dentition': 0.6}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.3}, {'Reduced tendon reflexes': 0.2}, {'Abnormal aortic morphology': 0.5}, {'Abnormality of the upper limb': 0.3}, {'Narrow pelvis bone': 0.2}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3845	KRAS	5	9.2	[{'HP:0001658': 0.2}, {'HP:0001155': 0.2}, {'HP:0001649': 0.5}, {'HP:0001387': 0.2}, {'HP:0001760': 0.2}, {'HP:0002814': 0.3}, {'HP:0001627': 0.5}, {'HP:0000813': 0.2}, {'HP:0000164': 0.4}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.1}, {'HP:0001315': 0.2}, {'HP:0001679': 0.7}, {'HP:0002817': 0.3}, {'HP:0003275': 0.5}, {'HP:0002099': 0.2}]	[{'Myocardial infarction': 0.2}, {'Abnormality of the hand': 0.2}, {'Tachycardia': 0.5}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.2}, {'Abnormality of the lower limb': 0.3}, {'Abnormal heart morphology': 0.5}, {'Bicornuate uterus': 0.2}, {'Abnormality of the dentition': 0.4}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.1}, {'Reduced tendon reflexes': 0.2}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.3}, {'Narrow pelvis bone': 0.5}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2316	FLNA	6	8.12	[{'HP:0001658': 0.2}, {'HP:0001155': 0.5}, {'HP:0001387': 0.7}, {'HP:0001760': 0.4}, {'HP:0002814': 0.5}, {'HP:0001627': 0.5}, {'HP:0000164': 0.2}, {'HP:0002813': 0.2}, {'HP:0009601': 0.2}, {'HP:0040064': 0.4}, {'HP:0001172': 0.5}, {'HP:0001679': 0.7}, {'HP:0002817': 0.2}, {'HP:0003275': 0.2}, {'HP:0002099': 0.2}]	[{'Myocardial infarction': 0.2}, {'Abnormality of the hand': 0.5}, {'Joint stiffness': 0.7}, {'Abnormal foot morphology': 0.4}, {'Abnormality of the lower limb': 0.5}, {'Abnormal heart morphology': 0.5}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.2}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.5}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.2}, {'Narrow pelvis bone': 0.2}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2260	FGFR1	7	7.79	[{'HP:0001155': 0.7}, {'HP:0001387': 0.2}, {'HP:0001760': 0.5}, {'HP:0002814': 0.2}, {'HP:0001627': 0.4}, {'HP:0000164': 0.6}, {'HP:0002813': 0.3}, {'HP:0009601': 0.5}, {'HP:0040064': 0.3}, {'HP:0001172': 0.7}, {'HP:0001679': 0.5}, {'HP:0002817': 0.3}, {'HP:0002099': 0.2}]	[{'Abnormality of the hand': 0.7}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.2}, {'Abnormal heart morphology': 0.4}, {'Abnormality of the dentition': 0.6}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.3}, {'Abnormal thumb morphology': 0.7}, {'Abnormal aortic morphology': 0.5}, {'Abnormality of the upper limb': 0.3}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3265	HRAS	8	7.69	[{'HP:0001658': 0.2}, {'HP:0001155': 0.5}, {'HP:0001649': 0.7}, {'HP:0001760': 0.2}, {'HP:0002814': 0.3}, {'HP:0001627': 0.5}, {'HP:0000813': 0.2}, {'HP:0000164': 0.2}, {'HP:0002813': 0.2}, {'HP:0040064': 0.1}, {'HP:0001315': 0.4}, {'HP:0001679': 0.7}, {'HP:0002817': 0.3}, {'HP:0003275': 0.5}]	[{'Myocardial infarction': 0.2}, {'Abnormality of the hand': 0.5}, {'Tachycardia': 0.7}, {'Abnormal foot morphology': 0.2}, {'Abnormality of the lower limb': 0.3}, {'Abnormal heart morphology': 0.5}, {'Bicornuate uterus': 0.2}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.2}, {'Abnormality of limbs': 0.1}, {'Reduced tendon reflexes': 0.4}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.3}, {'Narrow pelvis bone': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2200	FBN1	9	7.47	[{'HP:0001155': 0.5}, {'HP:0001387': 0.9}, {'HP:0001760': 0.2}, {'HP:0002814': 0.2}, {'HP:0001627': 0.2}, {'HP:0000164': 0.2}, {'HP:0002813': 0.3}, {'HP:0009601': 0.5}, {'HP:0040064': 0.3}, {'HP:0001172': 0.2}, {'HP:0001315': 0.4}, {'HP:0001679': 0.7}, {'HP:0002817': 0.5}]	[{'Abnormality of the hand': 0.5}, {'Joint stiffness': 0.9}, {'Abnormal foot morphology': 0.2}, {'Abnormality of the lower limb': 0.2}, {'Abnormal heart morphology': 0.2}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.3}, {'Abnormal thumb morphology': 0.2}, {'Reduced tendon reflexes': 0.4}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6910	TBX5	10	7.45	[{'HP:0001155': 0.3}, {'HP:0001649': 0.2}, {'HP:0001387': 0.2}, {'HP:0001627': 0.7}, {'HP:0002813': 0.5}, {'HP:0009601': 0.9}, {'HP:0040064': 0.6}, {'HP:0001172': 0.9}, {'HP:0001679': 0.2}, {'HP:0002817': 0.7}, {'HP:0003275': 0.2}]	[{'Abnormality of the hand': 0.3}, {'Tachycardia': 0.2}, {'Joint stiffness': 0.2}, {'Abnormal heart morphology': 0.7}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.9}, {'Abnormality of limbs': 0.6}, {'Abnormal thumb morphology': 0.9}, {'Abnormal aortic morphology': 0.2}, {'Abnormality of the upper limb': 0.7}, {'Narrow pelvis bone': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1280	COL2A1	11	7.39	[{'HP:0001155': 0.2}, {'HP:0001387': 0.9}, {'HP:0001760': 0.5}, {'HP:0002814': 0.5}, {'HP:0001627': 0.2}, {'HP:0000164': 0.2}, {'HP:0002813': 0.3}, {'HP:0009601': 0.5}, {'HP:0040064': 0.4}, {'HP:0001172': 0.5}, {'HP:0002817': 0.5}, {'HP:0003275': 0.2}]	[{'Abnormality of the hand': 0.2}, {'Joint stiffness': 0.9}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.5}, {'Abnormal heart morphology': 0.2}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.5}, {'Abnormality of the upper limb': 0.5}, {'Narrow pelvis bone': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5781	PTPN11	12	7.12	[{'HP:0001658': 0.5}, {'HP:0001155': 0.3}, {'HP:0001649': 0.2}, {'HP:0001387': 0.2}, {'HP:0001760': 0.4}, {'HP:0001627': 0.7}, {'HP:0000164': 0.2}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.3}, {'HP:0001172': 0.2}, {'HP:0001679': 0.7}, {'HP:0002817': 0.3}]	[{'Myocardial infarction': 0.5}, {'Abnormality of the hand': 0.3}, {'Tachycardia': 0.2}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.4}, {'Abnormal heart morphology': 0.7}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.3}, {'Abnormal thumb morphology': 0.2}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.3}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7157	TP53	13	7.01	[{'HP:0001658': 0.5}, {'HP:0001155': 0.2}, {'HP:0001649': 0.2}, {'HP:0001387': 0.2}, {'HP:0001760': 0.2}, {'HP:0002814': 0.2}, {'HP:0000813': 0.5}, {'HP:0000164': 0.2}, {'HP:0002813': 0.5}, {'HP:0009601': 0.2}, {'HP:0040064': 0.1}, {'HP:0001315': 0.2}, {'HP:0001679': 0.2}, {'HP:0002817': 0.3}, {'HP:0003275': 0.5}, {'HP:0002099': 0.2}]	[{'Myocardial infarction': 0.5}, {'Abnormality of the hand': 0.2}, {'Tachycardia': 0.2}, {'Joint stiffness': 0.2}, {'Abnormal foot morphology': 0.2}, {'Abnormality of the lower limb': 0.2}, {'Bicornuate uterus': 0.5}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.1}, {'Reduced tendon reflexes': 0.2}, {'Abnormal aortic morphology': 0.2}, {'Abnormality of the upper limb': 0.3}, {'Narrow pelvis bone': 0.5}, {'Asthma': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
675	BRCA2	14	6.81	[{'HP:0001155': 0.3}, {'HP:0001760': 0.2}, {'HP:0002814': 0.5}, {'HP:0001627': 0.2}, {'HP:0000813': 0.7}, {'HP:0002813': 0.5}, {'HP:0009601': 0.5}, {'HP:0040064': 0.3}, {'HP:0001172': 0.2}, {'HP:0001679': 0.5}, {'HP:0002817': 0.5}, {'HP:0003275': 0.2}]	[{'Abnormality of the hand': 0.3}, {'Abnormal foot morphology': 0.2}, {'Abnormality of the lower limb': 0.5}, {'Abnormal heart morphology': 0.2}, {'Bicornuate uterus': 0.7}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.3}, {'Abnormal thumb morphology': 0.2}, {'Abnormal aortic morphology': 0.5}, {'Abnormality of the upper limb': 0.5}, {'Narrow pelvis bone': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2697	GJA1	15	6.68	[{'HP:0001155': 0.3}, {'HP:0001649': 0.2}, {'HP:0001760': 0.4}, {'HP:0002814': 0.3}, {'HP:0001627': 0.5}, {'HP:0000164': 0.8}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.4}, {'HP:0001172': 0.2}, {'HP:0001679': 0.7}, {'HP:0002817': 0.2}]	[{'Abnormality of the hand': 0.3}, {'Tachycardia': 0.2}, {'Abnormal foot morphology': 0.4}, {'Abnormality of the lower limb': 0.3}, {'Abnormal heart morphology': 0.5}, {'Abnormality of the dentition': 0.8}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.2}, {'Abnormal aortic morphology': 0.7}, {'Abnormality of the upper limb': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3077	HFE	16	6.66	[{'HP:0001658': 0.5}, {'HP:0001155': 0.5}, {'HP:0001649': 0.7}, {'HP:0001387': 0.5}, {'HP:0001627': 0.2}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.1}, {'HP:0001679': 0.2}, {'HP:0002817': 0.3}, {'HP:0003275': 0.2}, {'HP:0002099': 0.5}]	[{'Myocardial infarction': 0.5}, {'Abnormality of the hand': 0.5}, {'Tachycardia': 0.7}, {'Joint stiffness': 0.5}, {'Abnormal heart morphology': 0.2}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.1}, {'Abnormal aortic morphology': 0.2}, {'Abnormality of the upper limb': 0.3}, {'Narrow pelvis bone': 0.2}, {'Asthma': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3209	HOXA13	17	6.66	[{'HP:0001155': 0.7}, {'HP:0001760': 0.7}, {'HP:0002814': 0.2}, {'HP:0001627': 0.2}, {'HP:0000813': 1.0}, {'HP:0002813': 0.5}, {'HP:0009601': 0.7}, {'HP:0040064': 0.4}, {'HP:0001172': 0.7}, {'HP:0002817': 0.2}]	[{'Abnormality of the hand': 0.7}, {'Abnormal foot morphology': 0.7}, {'Abnormality of the lower limb': 0.2}, {'Abnormal heart morphology': 0.2}, {'Bicornuate uterus': 1.0}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.7}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.7}, {'Abnormality of the upper limb': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
8200	GDF5	18	6.59	[{'HP:0001155': 0.7}, {'HP:0001387': 0.7}, {'HP:0001760': 0.5}, {'HP:0002814': 0.3}, {'HP:0000164': 0.2}, {'HP:0002813': 0.5}, {'HP:0009601': 0.5}, {'HP:0040064': 0.4}, {'HP:0001172': 0.7}, {'HP:0002817': 0.3}]	[{'Abnormality of the hand': 0.7}, {'Joint stiffness': 0.7}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.3}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.5}, {'Aplasia/Hypoplasia of the thumb': 0.5}, {'Abnormality of limbs': 0.4}, {'Abnormal thumb morphology': 0.7}, {'Abnormality of the upper limb': 0.3}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
90	ACVR1	19	6.48	[{'HP:0001155': 0.3}, {'HP:0001387': 0.5}, {'HP:0001760': 0.5}, {'HP:0002814': 0.3}, {'HP:0000813': 0.2}, {'HP:0000164': 0.2}, {'HP:0002813': 0.3}, {'HP:0009601': 0.2}, {'HP:0040064': 0.3}, {'HP:0001172': 0.7}, {'HP:0001315': 0.2}, {'HP:0001679': 0.2}, {'HP:0002817': 0.2}]	[{'Abnormality of the hand': 0.3}, {'Joint stiffness': 0.5}, {'Abnormal foot morphology': 0.5}, {'Abnormality of the lower limb': 0.3}, {'Bicornuate uterus': 0.2}, {'Abnormality of the dentition': 0.2}, {'Abnormality of limb bone morphology': 0.3}, {'Aplasia/Hypoplasia of the thumb': 0.2}, {'Abnormality of limbs': 0.3}, {'Abnormal thumb morphology': 0.7}, {'Reduced tendon reflexes': 0.2}, {'Abnormal aortic morphology': 0.2}, {'Abnormality of the upper limb': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
